x-axis,1,2
second,Volt,Volt
-25.00000E-09,+18.3884455037478E+00,-5.06846786448E-03
-24.92188E-09,+18.3876603278623E+00,-5.07474927144E-03
-24.84375E-09,+18.3884455037478E+00,-5.08731208538E-03
-24.76563E-09,+18.3892306796333E+00,-5.09987489932E-03
-24.68750E-09,+18.3900158555189E+00,-5.10615630628E-03
-24.60938E-09,+18.3900158555189E+00,-5.11871912022E-03
-24.53125E-09,+18.3900158555189E+00,-5.13756334112E-03
-24.45313E-09,+18.3908010314044E+00,-5.14384474809E-03
-24.37500E-09,+18.3923713831755E+00,-5.16897037596E-03
-24.29688E-09,+18.3923713831755E+00,-5.18153318990E-03
-24.21875E-09,+18.3923713831755E+00,-5.18781459687E-03
-24.14063E-09,+18.3939417349466E+00,-5.20665881777E-03
-24.06250E-09,+18.3947269108321E+00,-5.21922163171E-03
-23.98438E-09,+18.3955120867176E+00,-5.22550303867E-03
-23.90625E-09,+18.3947269108321E+00,-5.25062866654E-03
-23.82813E-09,+18.3962972626032E+00,-5.26947288745E-03
-23.75000E-09,+18.3970824384887E+00,-5.27575429442E-03
-23.67188E-09,+18.3978676143743E+00,-5.28203570138E-03
-23.59375E-09,+18.3986527902598E+00,-5.28831710835E-03
-23.51563E-09,+18.3986527902598E+00,-5.31344273622E-03
-23.43750E-09,+18.4002231420309E+00,-5.30087992229E-03
-23.35938E-09,+18.4002231420309E+00,-5.30087992229E-03
-23.28125E-09,+18.4017934938020E+00,-5.30716132926E-03
-23.20313E-09,+18.4025786696875E+00,-5.31344273622E-03
-23.12500E-09,+18.4041490214586E+00,-5.30716132926E-03
-23.04688E-09,+18.4049341973441E+00,-5.30087992229E-03
-22.96875E-09,+18.4057193732297E+00,-5.29459851532E-03
-22.89063E-09,+18.4072897250007E+00,-5.28831710835E-03
-22.81250E-09,+18.4080749008863E+00,-5.28203570138E-03
-22.73438E-09,+18.4088600767718E+00,-5.27575429442E-03
-22.65625E-09,+18.4104304285429E+00,-5.26947288745E-03
-22.57813E-09,+18.4104304285429E+00,-5.26947288745E-03
-22.50000E-09,+18.4112156044284E+00,-5.26319148048E-03
-22.42188E-09,+18.4112156044284E+00,-5.25062866654E-03
-22.34375E-09,+18.4127859561995E+00,-5.25691007351E-03
-22.26563E-09,+18.4143563079706E+00,-5.25062866654E-03
-22.18750E-09,+18.4151414838561E+00,-5.23178444564E-03
-22.10938E-09,+18.4151414838561E+00,-5.21922163171E-03
-22.03125E-09,+18.4159266597417E+00,-5.21294022474E-03
