-3.13E-06,-6.25E+00,-2.78E+00
-1.56E-06,-6.38E+00,-2.86E+00
0.00E+00,-6.43E+00,-2.89E+00
1.56E-06,-6.43E+00,-2.89E+00
3.13E-06,-6.43E+00,-2.89E+00
4.69E-06,-6.35E+00,-2.89E+00
6.25E-06,-6.38E+00,-2.89E+00
7.81E-06,-6.43E+00,-2.89E+00
9.38E-06,-6.43E+00,-2.94E+00
1.09E-05,-6.43E+00,-2.92E+00
1.25E-05,-6.43E+00,-2.89E+00
1.41E-05,-6.43E+00,-2.89E+00
1.56E-05,-6.50E+00,-2.89E+00
1.72E-05,-6.40E+00,-2.94E+00
1.88E-05,-6.38E+00,-2.92E+00
2.03E-05,-6.43E+00,-2.89E+00
2.19E-05,-6.50E+00,-2.94E+00
2.34E-05,-6.56E+00,-2.97E+00
2.50E-05,-6.48E+00,-2.97E+00
2.66E-05,-6.43E+00,-2.97E+00
2.81E-05,-6.43E+00,-2.97E+00
2.97E-05,-6.50E+00,-2.97E+00
3.13E-05,-6.56E+00,-2.97E+00
3.28E-05,-6.56E+00,-2.97E+00
3.44E-05,-6.48E+00,-3.02E+00
3.59E-05,-6.50E+00,-3.01E+00
3.75E-05,-6.48E+00,-2.97E+00
3.91E-05,-6.50E+00,-2.97E+00
4.06E-05,-6.56E+00,-2.97E+00
4.22E-05,-6.48E+00,-2.97E+00
4.38E-05,-6.50E+00,-2.97E+00
4.53E-05,-6.56E+00,-3.02E+00
4.69E-05,-6.56E+00,-3.06E+00
4.84E-05,-6.56E+00,-3.06E+00
5.00E-05,-6.56E+00,-3.06E+00
5.16E-05,-6.56E+00,-3.06E+00
5.31E-05,-6.56E+00,-3.06E+00
5.47E-05,-6.56E+00,-3.06E+00
5.63E-05,-6.63E+00,-3.06E+00
5.78E-05,-6.61E+00,-3.06E+00
5.94E-05,-6.56E+00,-3.06E+00
6.09E-05,-6.63E+00,-3.06E+00
6.25E-05,-6.61E+00,-3.06E+00
6.41E-05,-6.63E+00,-3.10E+00
6.56E-05,-6.61E+00,-3.14E+00
6.72E-05,-6.56E+00,-3.09E+00
6.88E-05,-6.63E+00,-3.06E+00
7.03E-05,-6.61E+00,-3.10E+00
7.19E-05,-6.63E+00,-3.14E+00
7.34E-05,-6.69E+00,-3.14E+00
7.50E-05,-6.61E+00,-3.14E+00
7.66E-05,-6.63E+00,-3.14E+00
7.81E-05,-6.69E+00,-3.14E+00
7.97E-05,-6.69E+00,-3.14E+00
8.13E-05,-6.61E+00,-3.14E+00
8.28E-05,-6.63E+00,-3.14E+00
8.44E-05,-6.69E+00,-3.14E+00
8.59E-05,-6.61E+00,-3.18E+00
8.75E-05,-6.63E+00,-3.22E+00
8.91E-05,-6.69E+00,-3.22E+00
9.06E-05,-6.69E+00,-3.22E+00
9.22E-05,-6.69E+00,-3.22E+00
9.38E-05,-6.69E+00,-3.22E+00
9.53E-05,-6.69E+00,-3.22E+00
9.69E-05,-6.76E+00,-3.22E+00
9.84E-05,-6.82E+00,-3.22E+00
1.00E-04,-6.74E+00,-3.22E+00
1.02E-04,-6.69E+00,-3.22E+00
1.03E-04,-6.69E+00,-3.22E+00
